bug_id,"short_desc","bug_status","keywords","product","component","version","op_sys","target_milestone","qa_contact","short_short_desc","assigned_to","reporter"
576935,"Flag Additions for Thunderbird 3.0.7","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Flag Additions for Thunderbird 3.0.7","mozillamarcia.knous","mbanner"
577737,"Flag Additions for Thunderbird 3.1.2","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Flag Additions for Thunderbird 3.1.2","mozillamarcia.knous","mbanner"
580651,"add mozilla2.0b3 / firefox4.0b3 target milestones","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","add mozilla2.0b3 / firefox4.0b3 target milestones","mozillamarcia.knous","timeless"
580973,"Flag Additions for Thunderbird 3.1.3","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Flag Additions for Thunderbird 3.1.3","mozillamarcia.knous","mbanner"
581466,"rename 1.9.2-branch custom values to insert 1.9.2.8 emergency release","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","rename 1.9.2-branch custom values to insert 1.9.2.8 emergency release","mozillamarcia.knous","dveditz"
582388,"Add '2.0b1+' to the list of choices for blocking-fennec flag","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add '2.0b1+' to the list of choices for blocking-fennec flag","mozillamarcia.knous","pavlov"
584768,"need a component for profilemanager","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","need a component for profilemanager","mozillamarcia.knous","jhammel"
586065,"Create a ""Try Server"" component under the ""Mozilla Messaging"" product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create a ""Try Server"" component under the ""Mozilla Messaging"" product","mozillamarcia.knous","mbanner"
586373,"Create l10n bugzilla component for Akan (ak)","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create l10n bugzilla component for Akan (ak)","mozillamarcia.knous","l10n"
586678,"Disable 1.0 and 1.1 blocking-fennec flags","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Disable 1.0 and 1.1 blocking-fennec flags","mozillamarcia.knous","pavlov"
590151,"Flag Additions for Thunderbird 3.0.8","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Flag Additions for Thunderbird 3.0.8","mozillamarcia.knous","mbanner"
590164,"Update bugzilla component for Northern Sotho (nso) ?","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Update bugzilla component for Northern Sotho (nso) ?","mozillamarcia.knous","l10n"
590186,"Create l10n bugzilla component for Luganda (lg)","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create l10n bugzilla component for Luganda (lg)","mozillamarcia.knous","l10n"
590966,"DougT needs blocking-fennec approval permissions","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","DougT needs blocking-fennec approval permissions","mozillamarcia.knous","doug.turner"
595901,"please add the following milestones to Core","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","please add the following milestones to Core","mozillamarcia.knous","trbaker"
597532,"Composer::Build Config needs a default QA contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","Composer::Build Config needs a default QA contact","mozillamarcia.knous","bugspam.Callek"
599993,"Create new Component: Websites -> website-archive.mozilla.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create new Component: Websites -> website-archive.mozilla.org","mozillamarcia.knous","ryansnyder.me+bugs"
601000,"new bugzilla component for email creation","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","timeless","new bugzilla component for email creation","mozillamarcia.knous","jslater"
601003,"new bugzilla component for copywriting requests","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","timeless","new bugzilla component for copywriting requests","mozillamarcia.knous","jslater"
601882,"Flag Additions for Thunderbird 3.1.6 and 3.0.10","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Flag Additions for Thunderbird 3.1.6 and 3.0.10","mozillamarcia.knous","mbanner"
603633,"need a bugzilla component for Nightly Tester Tools","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","need a bugzilla component for Nightly Tester Tools","mozillamarcia.knous","jhammel"
609349,"Create new component for demo project","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create new component for demo project","mozillamarcia.knous","lmesa"
613473,"Flag Additions for Thunderbird 3.1.8","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Flag Additions for Thunderbird 3.1.8","mozillamarcia.knous","mbanner"
614302,"SeaMonkey 2.0.12 flags/keyword","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","SeaMonkey 2.0.12 flags/keyword","mozillamarcia.knous","bugspam.Callek"
616322,"""Fennec Profile Manager"" component under ""Testing"" product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","""Fennec Profile Manager"" component under ""Testing"" product","mozillamarcia.knous","mcote"
617573,"Set up a new a new ""Component"" for ""learningfreedomandtheweb.org""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","Set up a new a new ""Component"" for ""learningfreedomandtheweb.org""","mozillamarcia.knous","mozilla+bugzilla"
622682,"A new component for Mozilla Services","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","A new component for Mozilla Services","mozillamarcia.knous","tarek"
625450,"Change default assignee and QA Contact for Mozilla.Org/Server Operations: Labs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","Change default assignee and QA Contact for Mozilla.Org/Server Operations: Labs","mozillamarcia.knous","zandr"
626384,"Flag Additions for Thunderbird 3.1.9 and 3.3 alpha 3","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Flag Additions for Thunderbird 3.1.9 and 3.3 alpha 3","mozillamarcia.knous","mbanner"
627094,"Add custom values for 1.9.1.18 and 1.9.2.15 releases","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add custom values for 1.9.1.18 and 1.9.2.15 releases","mozillamarcia.knous","dveditz"
628409,"Add a 2.0b5+ blocking-fennec value","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add a 2.0b5+ blocking-fennec value","mozillamarcia.knous","pavlov"
632933,"Mozilla Metrics should not be a private product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","administation","Mozilla Metrics should not be a private product","mozillamarcia.knous","mkanat"
633610,"Request to get privileges to set blocking flags on bugs in the Core::Graphics component for Jeff Muizelaar","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Request to get privileges to set blocking flags on bugs in the Core::Graphics component for Jeff Muizelaar","mozillamarcia.knous","jmuizelaar"
634731,"Add ""de / German"" component to Mozilla Communities","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Add ""de / German"" component to Mozilla Communities","mozillamarcia.knous","elchi3"
635340,"New component for MarkUP project","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","administation","New component for MarkUP project","mozillamarcia.knous","lmesa"
635932,"Add 2 new Websites Components in Bugzilla","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Add 2 new Websites Components in Bugzilla","mozillamarcia.knous","ryansnyder.me+bugs"
637327,"Tamarin product milestone maintanence","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 7","---","administation","Tamarin product milestone maintanence","mozillamarcia.knous","trbaker"
638289,"Rename TabCandy component to Panorama","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Rename TabCandy component to Panorama","mozillamarcia.knous","khanes"
638727,"request for new component for Mozilla Communities","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","request for new component for Mozilla Communities","mozillamarcia.knous","mazarik"
638854,"Please add .16-fixed to status1.9.2 and .16+ to blocking1.9.2","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Please add .16-fixed to status1.9.2 and .16+ to blocking1.9.2","mozillamarcia.knous","LegNeato"
638859,"Move ""old"" 3.6.15 bugs to 3.6.16","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Move ""old"" 3.6.15 bugs to 3.6.16","mozillamarcia.knous","LegNeato"
639503,"Need addition to versions for mozilla.com in bugzilla","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","administation","Need addition to versions for mozilla.com in bugzilla","mozillamarcia.knous","jlong"
639977,"Add more milestones to Mozilla Developer Network product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 7","---","administation","Add more milestones to Mozilla Developer Network product","mozillamarcia.knous","jaymoz"
641468,"Flag Additions for Thunderbird 3.3alpha4","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Flag Additions for Thunderbird 3.3alpha4","mozillamarcia.knous","mbanner"
641814,"reset Default Assignee and Default QA Contact for pt-BR component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","reset Default Assignee and Default QA Contact for pt-BR component","mozillamarcia.knous","fernandopsilveira"
641851,"Add in-litmus and in-testsuite flags to Mozilla QA/TCM component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","administation","Add in-litmus and in-testsuite flags to Mozilla QA/TCM component","mozillamarcia.knous","mozaakash"
642486,"please add Matej Novak as a default cc to copywriting bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","please add Matej Novak as a default cc to copywriting bugs","mozillamarcia.knous","jslater"
643196,"Move custom fields for inserted 3.5/3.6 releases","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Move custom fields for inserted 3.5/3.6 releases","mozillamarcia.knous","dveditz"
643218,"SeaMonkey 2.0.14 and 2.1 [final] flags/keyword","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","SeaMonkey 2.0.14 and 2.1 [final] flags/keyword","mozillamarcia.knous","bugspam.Callek"
644263,"Add/deactivate milestones for support.mozilla.com","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 7","---","administation","Add/deactivate milestones for support.mozilla.com","mozillamarcia.knous","james"
644294,"make Sean Martell a default cc on design bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 7","---","administation","make Sean Martell a default cc on design bugs","mozillamarcia.knous","jslater"
645742,"Need custom field values for 3.6.18/3.5.20","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Need custom field values for 3.6.18/3.5.20","mozillamarcia.knous","dveditz"
645911,"Please add ""Macaw"" as an option to the ""blocking2.0"" flag","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Please add ""Macaw"" as an option to the ""blocking2.0"" flag","mozillamarcia.knous","LegNeato"
650600,"SeaMonkey 2.0.15 flags/keyword","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","SeaMonkey 2.0.15 flags/keyword","mozillamarcia.knous","bugspam.Callek"
655365,"new component for toolbox","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","new component for toolbox","mozillamarcia.knous","jhammel"
655866,"Create firefoxgarden.org Bugzilla component","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Create firefoxgarden.org Bugzilla component","mozillamarcia.knous","malexis"
677960,"Add me as default CC for all bmo product components","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Add me as default CC for all bmo product components","mozillamarcia.knous","reed"
155397,"Change ""Browser Localizations"" product to ""Mozilla Localizations""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change ""Browser Localizations"" product to ""Mozilla Localizations""","myk","gerv"
271638,"Mozilla Application Suite:Build Config wanted to move to Core but never made it","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Mozilla Application Suite:Build Config wanted to move to Core but never made it","myk","timeless"
414710,"Create Firefox::Theme component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create Firefox::Theme component","myk","mbeltzner"
269123,"patch for   variable 'BTN_UNINST' is not defined ( in the file "" installer.inc"" )","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---",,"patch for   variable 'BTN_UNINST' is not defined ( in the file "" installer.inc"" )","nobody","erkan"
474272,"please create proper watchable QA contacts for components in Mozilla Localizations","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","please create proper watchable QA contacts for components in Mozilla Localizations","nobody","timeless"
644797,"Add a 4.0.1+ to the blocking-fennec flag","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 7","---","administation","Add a 4.0.1+ to the blocking-fennec flag","nobody","pavlov"
648436,"New Component for ReMo website bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","New Component for ReMo website bugs","nobody","ozten.bugs"
656716,"obsolete.fax@gmail.com spammed a bunch of blocking flags without editbugs","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","obsolete.fax@gmail.com spammed a bunch of blocking flags without editbugs","nobody","benjamin"
656986,"Please remove 2.0b#+ from tracking-fennec and add 8+","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Linux","---","administation","Please remove 2.0b#+ from tracking-fennec and add 8+","nobody","blassey.bugs"
656987,"Please make tracking-fennec available on Tech Evangelism bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Linux","---","administation","Please make tracking-fennec available on Tech Evangelism bugs","nobody","blassey.bugs"
659096,"Need patch approval-beta approval-aurora flags for the Testing Product","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Need patch approval-beta approval-aurora flags for the Testing Product","nobody","ctalbert"
659840,"Add mozilla7 milestone to Mozilla Services :: Firefox Sync {Backend|Crypto|UI|Build}","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Add mozilla7 milestone to Mozilla Services :: Firefox Sync {Backend|Crypto|UI|Build}","nobody","philipp"
662850,"Add verified-aurora and verified-beta keywords","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Add verified-aurora and verified-beta keywords","nobody","aaron.train"
664117,"Add Crash Signature field to addons.mozilla.org product","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Add Crash Signature field to addons.mozilla.org product","nobody","kairo"
670006,"Add .1-fixed value to the status-firefox5 field for the chemspill","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Add .1-fixed value to the status-firefox5 field for the chemspill","nobody","dveditz"
670184,"Add Your Web component to Websites","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Add Your Web component to Websites","nobody","chrismore.bugzilla"
674709,"New component -- addons.mozilla.org :: Add-on Validation","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","New component -- addons.mozilla.org :: Add-on Validation","nobody","reed"
676765,"Change description of mozilla-reps group","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Change description of mozilla-reps group","nobody","pierros"
681571,"Close the ankit.madaan11@gmail.com user account on bmo","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Windows Vista","---","administation","Close the ankit.madaan11@gmail.com user account on bmo","nobody","ankit.madaan11"
684289,"Rename Testing::Chrome to Testing::Mochitest Chrome","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Rename Testing::Chrome to Testing::Mochitest Chrome","nobody","gavin.sharp"
686446,"Component rename and addition for Tamarin","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Component rename and addition for Tamarin","nobody","dansmith"
686703,"Bugzilla moco bit","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","administation","Bugzilla moco bit","nobody","giles"
688171,"Add/Remove Folks from Events Component","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Add/Remove Folks from Events Component","nobody","mary"
695802,"Add Frank Yan to moco group","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Add Frank Yan to moco group","nobody","fryn"
712724,"Component needed: Firefox Flicks","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Component needed: Firefox Flicks","nobody","chrismore.bugzilla"
714309,"Bugzilla site is being scanned by a known spammer","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Bugzilla site is being scanned by a known spammer","nobody","eparker"
715330,"At last uplift status/tracking custom fields were not created for SeaMonkey 2.9","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","At last uplift status/tracking custom fields were not created for SeaMonkey 2.9","nobody","iann_bugzilla"
726512,"remove group icons for calendar-drivers and bugzilla-reviewers groups","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","remove group icons for calendar-drivers and bugzilla-reviewers groups","nobody","glob"
727656,"Please give Lukas Blakk ability to change approval-* flags","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","administation","Please give Lukas Blakk ability to change approval-* flags","nobody","lsblakk"
728237,"New default assignee for Server Operations : Developer Services","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","New default assignee for Server Operations : Developer Services","nobody","shyam"
696247,"please allow me access to the Mozilla Reps forms","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","please allow me access to the Mozilla Reps forms","pierros","lsblakk"
272272,"enable review flags on attachments in mozilla.org product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","enable review flags on attachments in mozilla.org product","reed","fantasai.bugs"
314960,"B.M.O: Bugzilla product should offer more than 20 votes","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","B.M.O: Bugzilla product should offer more than 20 votes","reed","prognathous"
322948,"outdated preferences information link","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","outdated preferences information link","reed","vseerror"
338785,"Keywords page references ""Seamonkey 1.7.9"", ""Seamonkey 1.7.10""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Keywords page references ""Seamonkey 1.7.9"", ""Seamonkey 1.7.10""","reed","bugzilla"
339619,"Rename JavaScript Console components to Error Console","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Rename JavaScript Console components to Error Console","reed","supernova00"
339676,"Other apps - JS Debugger and ChatZilla could do with a watchable QA contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Other apps - JS Debugger and ChatZilla could do with a watchable QA contact","reed","gijskruitbosch+bugs"
353614,"Change default assignee of Thunderbird product from specific person to nobody@mozilla.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change default assignee of Thunderbird product from specific person to nobody@mozilla.org","reed","m-wada"
359070,"Core :: XPConnect needs a better default assignee","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Core :: XPConnect needs a better default assignee","reed","reed"
361626,"Create Thunderbird flags for Suite's MailNews components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create Thunderbird flags for Suite's MailNews components","reed","mnyromyr"
370916,"New Mozilla Localizations component for Malayalam","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","New Mozilla Localizations component for Malayalam","reed","l10n"
373445,"Can't vote for more than 10 addons.mozilla.org bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Can't vote for more than 10 addons.mozilla.org bugs","reed","osaier"
374437,"need a Component of mozilla-Europe/Japan/China, for issues with their content.","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","need a Component of mozilla-Europe/Japan/China, for issues with their content.","reed","baffclan"
376203,"set ""Closed for bug entry"" for Documentation product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","set ""Closed for bug entry"" for Documentation product","reed","timeless"
378950,"Clean up QA contacts for Core components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Clean up QA contacts for Core components","reed","mozillamarcia.knous"
381672,"Change default owner for Toolkit: Storage bugs to nobody@mozilla.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change default owner for Toolkit: Storage bugs to nobody@mozilla.org","reed","ispiked"
382830,"Don't allow users to mark Webtools bugs as confirmed with one vote","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Don't allow users to mark Webtools bugs as confirmed with one vote","reed","reed"
384148,"Remove Documentation :: Mozilla Developer and move bugs to MDC :: Documentation Requests","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","timeless","Remove Documentation :: Mozilla Developer and move bugs to MDC :: Documentation Requests","reed","eshepherd"
388293,"Add a ""Incoming Email"" component to the Bugzilla product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add a ""Incoming Email"" component to the Bugzilla product","reed","LpSolit"
389506,"Move mozilla.org :: Mozilla Store component to Websites :: store.mozilla.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Move mozilla.org :: Mozilla Store component to Websites :: store.mozilla.org","reed","reed"
390223,"Bugzilla: Make Tamarin a top-level component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Bugzilla: Make Tamarin a top-level component","reed","dansmith"
390667,"Create addons.mozilla.org :: Facebook Application component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create addons.mozilla.org :: Facebook Application component","reed","fligtar"
391109,"Create several TMs for addons.mozilla.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create several TMs for addons.mozilla.org","reed","fligtar"
391258,"remove clean-report keyword","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","remove clean-report keyword","reed","tuukka.tolvanen"
393481,"Localization component for Nepali, ne-NP","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Localization component for Nepali, ne-NP","reed","l10n"
395952,"New Bugzilla Components under Tamarin","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","New Bugzilla Components under Tamarin","reed","jorendorff"
397822,"Performance-related keywords have circular definitions","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Performance-related keywords have circular definitions","reed","jruderman"
398162,"New Extend Firefox product should have watchable QA contacts","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","New Extend Firefox product should have watchable QA contacts","reed","reed"
398227,"Make :clouserw the default AssignTo value for kubla@webtools.bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Make :clouserw the default AssignTo value for kubla@webtools.bugs","reed","clouserw"
399150,"Directory product should have watchable QA contacts for all components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Directory product should have watchable QA contacts for all components","reed","reed"
399644,"Change default assignee of mozilla.org :: CA Certificates to hecker","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change default assignee of mozilla.org :: CA Certificates to hecker","reed","reed"
399846,"Disable outdated blocking-remora-* flags in AMO product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Disable outdated blocking-remora-* flags in AMO product","reed","reed"
400760,"Change defaults for Build & Release","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change defaults for Build & Release","reed","joduinn"
401370,"Prism component changes","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Prism component changes","reed","reed"
403123,"Add review flag to Sumo product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add review flag to Sumo product","reed","reed"
412815,"Requesting bugzilla permission to be a patch reviewer","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Requesting bugzilla permission to be a patch reviewer","reed","brbaker"
412969,"Add flags to mozilla.org :: Build & Release","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add flags to mozilla.org :: Build & Release","reed","nrthomas"
413841,"please create a WebTools::Try Server component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","please create a WebTools::Try Server component","reed","bhearsum"
416133,"Create l10n bugzilla component for Sinhala (si)","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create l10n bugzilla component for Sinhala (si)","reed","l10n"
416397,"Add ""Tracing Virtual Machine"" component in Tamarin","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add ""Tracing Virtual Machine"" component in Tamarin","reed","jodyer"
416491,"Please create addons.mozilla.org :: Statistics","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Please create addons.mozilla.org :: Statistics","reed","fligtar"
419078,"mozilla.org::CVS Account Request should have a generic QA contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","mozilla.org::CVS Account Request should have a generic QA contact","reed","gavin.sharp"
419797,"Move QA Companion to ""Other Applications""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Move QA Companion to ""Other Applications""","reed","sethbugs"
421894,"please create more thunderbird3 driving flags","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","please create more thunderbird3 driving flags","reed","dmose"
421920,"Add Webdev component to mozilla.org product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add Webdev component to mozilla.org product","reed","morgamic"
422459,"create new Release Engineering components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","create new Release Engineering components","reed","joduinn"
423050,"Need watchable account for use on web l10n bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","timeless","Need watchable account for use on web l10n bugs","reed","pascalc"
423774,"Add flags to mozilla.org :: Release Engineering components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add flags to mozilla.org :: Release Engineering components","reed","joduinn"
424015,"Create ""Infrastructure"" component under ""Mozilla Localizations""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create ""Infrastructure"" component under ""Mozilla Localizations""","reed","l10n"
430625,"change default assigner for accessibility module","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","change default assigner for accessibility module","reed","surkov.alexander"
431366,"We'd like to have the ui-review flag on patches for Thunderbird","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","We'd like to have the ui-review flag on patches for Thunderbird","reed","dascher"
432133,"default assignee for webtools :: mozbot should be nobody@mozilla.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","default assignee for webtools :: mozbot should be nobody@mozilla.org","reed","onekopaka"
434587,"Add default QA contact for Core :: Form Manager","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add default QA contact for Core :: Form Manager","reed","dolske"
437457,"testopia's Future target milestone is lowercase","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","testopia's Future target milestone is lowercase","reed","timeless"
442349,"Rename/create for flags for 1.8.1.16/1.8.1.17","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Rename/create for flags for 1.8.1.16/1.8.1.17","reed","samuel.sidler+old"
442488,"Create Websites :: air.mozilla.com component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create Websites :: air.mozilla.com component","reed","reed"
444828,"Create Websites :: labs.mozilla.com component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create Websites :: labs.mozilla.com component","reed","reed"
447691,"create Core :: Geolocation","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","create Core :: Geolocation","reed","doug.turner"
447803,"Spelling mistake in description of platform keyword","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Spelling mistake in description of platform keyword","reed","graememcc_firefox"
